date,AQI,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Precipitation,Next_Day_AQI
2024-04-06,76.08333333333333,15.304166666666667,49.0,12.020833333333334,5.7625,263.4583333333333,119.20833333333333,26.733333333333334,60.25,0.0,70.83333333333333
2024-04-07,70.83333333333333,19.1375,51.15833333333333,16.925,6.5625,306.9583333333333,100.125,26.4375,75.79166666666667,0.0,75.45833333333333
2024-04-08,75.45833333333333,19.370833333333334,52.28333333333333,18.883333333333333,6.470833333333334,345.2083333333333,100.08333333333333,27.204166666666666,67.91666666666667,0.0,65.5
2024-04-09,65.5,13.904166666666667,33.4625,17.166666666666668,5.729166666666667,312.8333333333333,84.04166666666667,27.883333333333336,56.583333333333336,0.0,62.291666666666664
2024-04-10,62.291666666666664,17.083333333333332,40.62916666666667,14.920833333333334,6.129166666666666,265.75,61.208333333333336,26.59583333333333,76.04166666666667,0.0,69.04166666666667
2024-04-11,69.04166666666667,17.779166666666665,45.775,17.462500000000002,6.604166666666667,289.2083333333333,79.33333333333333,26.275000000000002,80.20833333333333,0.0,63.458333333333336
2024-04-12,63.458333333333336,13.379166666666668,35.5375,15.095833333333333,6.375,260.7916666666667,69.875,26.974999999999998,76.70833333333333,0.0,56.541666666666664
2024-04-13,56.541666666666664,14.408333333333333,45.93333333333334,13.416666666666666,5.425,225.41666666666666,61.041666666666664,27.90833333333333,77.625,0.0,66.41666666666667
2024-04-14,66.41666666666667,25.629166666666666,111.98333333333333,21.412499999999998,14.487499999999999,291.7083333333333,51.833333333333336,26.608333333333334,80.5,0.14166666666666666,88.04166666666667
2024-04-15,88.04166666666667,22.349999999999998,73.21249999999999,19.058333333333334,8.466666666666667,314.2083333333333,57.708333333333336,26.391666666666666,75.91666666666667,0.0,65.5
2024-04-16,65.5,21.683333333333334,72.05833333333334,17.058333333333334,14.820833333333333,288.125,71.125,28.09583333333333,73.0,0.0,82.95833333333333
